k add contains remove
2  2002  992  1017
5  1692  1000  841
8  1322  1145  972
11  1396  1061  961
14  1297  1042  942
17  1329  938  1028
20  1267  946  1016
23  1389  998  913
26  1256  943  1010
29  1145  1078  1017
32  1070  1092  960
35  1200  1003  1078
38  1269  952  1023
41  1201  993  1038
44  1167  1067  1066
47  1162  1019  1079
50  1279  1037  1093
53  1141  1000  1095
56  1172  1001  1125
59  1137  1059  1003
62  1315  1016  1065
65  1150  1071  1095
68  1333  953  1019
71  1244  967  1088
74  1218  1088  1023
77  1267  1008  1102
80  1279  1006  1014
83  1201  1008  1028
86  1237  961  1029
89  1302  1115  1099
92  1213  1077  1089
95  1199  1152  1028
98  1225  1011  982
101  1353  1094  1075
104  1228  1081  1087
107  1160  958  1018
110  1176  1025  1042
113  1179  1154  1073
116  1192  1070  1029
119  1052  1055  1086
122  1186  1087  1028
125  1093  1088  1024
128  1096  1021  1104
131  1059  1010  1130
134  1042  1015  1074
137  1108  1074  1026
140  1183  1021  1023
143  1258  1091  1075
146  1071  993  1068
149  1121  1022  1162
152  1124  1019  1187
155  1114  1057  1014
158  1057  1069  1087
161  1201  838  1068
164  1126  1063  1027
167  1221  963  1014
170  1197  1026  1067
173  1217  1188  1208
176  1261  1072  1075
179  1130  1045  1029
182  1130  993  1105
185  1131  1015  1165
188  1174  1130  1012
191  1076  1013  1151
194  1049  1054  1025
197  1110  979  1003
200  1199  1070  1011
203  1114  1008  1079
206  1126  1059  1015
209  1138  1000  1073
212  1145  1006  1066
215  1191  955  1064
218  1111  948  1141
221  1119  1067  1094
224  1129  1051  1007
227  1069  1004  1133
230  1166  967  1088
233  1189  1065  1079
236  1138  995  1079
239  1233  954  1015
242  1196  1113  982
245  1191  1009  1021
248  1194  1011  1004
251  1089  987  1134
254  1283  1128  1015
257  1218  1113  903
260  1271  937  1038
263  1202  1010  1005
266  1148  995  1090
269  1253  964  1072
272  1162  981  1075
275  1220  997  1091
278  1375  1001  1014
281  1304  1020  1071
284  1234  1067  1085
287  1229  1010  1072
290  1348  949  1072
293  1216  984  993
296  1304  998  1030
299  1339  1005  1028
302  1114  1055  1139
305  1377  904  1022
308  1299  1068  1144
311  1210  1011  998
314  1366  1001  922
317  1187  1202  1023
320  1449  1103  1041
323  1370  995  1058
326  1268  959  1019
329  1169  1126  1019
332  1246  1056  1003
335  1441  1022  976
338  1425  961  1042
341  1208  1004  1019
344  1418  1049  969
347  1171  1019  1062
350  1181  1113  1008
353  1189  1071  1082
356  1312  1002  1025
359  1441  896  965
362  1280  962  1090
365  1368  950  1076
368  1259  1077  1163
371  1331  1068  1004
374  1339  1023  1031
377  1459  1085  1067
380  1233  1010  1072
383  1305  1058  1026
386  1231  1142  1109
389  1315  1078  924
392  1157  1003  1076
395  1159  1142  1098
398  1210  998  1013
401  1271  1020  1017
404  1291  1100  1093
407  1276  954  1008
410  1307  1014  1009
413  1307  966  1034
416  1329  961  1026
419  1277  1159  1047
422  1168  1002  1142
425  1263  1002  1024
428  1281  1068  1066
431  1240  1148  1052
434  1256  1001  1012
437  1222  1001  1073
440  1213  1047  1033
443  1208  997  1012
446  1187  959  1068
449  1262  937  1013
452  1278  1108  1039
455  1301  1079  1044
458  1191  1067  1046
461  1162  1131  1037
464  1194  1073  1046
467  1147  1012  1078
470  1206  1033  1160
473  1203  1072  1027
476  1312  1002  1067
479  1238  1023  1140
482  1157  1117  1039
485  1286  1022  1021
488  1314  1044  1030
491  1198  1064  1017
494  1246  953  1017
497  1295  1024  1113
500  1237  1017  1050

